TurbineID,WindSpeed,RotorSpeed,BladeAngle,GearboxTemp,GeneratorTemp,Vibration,PowerOutput,Humidity,AmbientTemperature,TimeSinceLastMaintenance,Failure,FaultType
T49,19.9,19.7,30.0,93.0,78.0,0.98,1969.0,76.0,21.0,56,0.0,None
T24,16.9,10.1,27.0,78.0,76.0,1.01,932.0,77.0,27.0,277,0.0,None
T33,24.1,13.6,36.0,91.0,79.0,0.82,1762.0,64.0,22.0,248,0.0,None
T19,17.0,10.8,33.0,90.0,86.0,1.29,1632.0,66.0,31.0,40,0.0,None
T2,23.0,16.2,31.0,79.0,88.0,0.7,1845.0,63.0,25.0,95,0.0,None
T55,9.9,13.4,33.0,92.0,93.0,1.09,1940.0,63.0,19.0,54,0.0,None
T11,16.2,17.3,35.0,98.0,90.0,1.36,1794.0,64.0,24.0,245,1.0,Gearbox
T99,15.9,14.9,44.0,79.0,76.0,1.33,1778.0,78.0,30.0,278,0.0,None
T17,24.8,14.2,38.0,99.0,84.0,0.53,995.0,67.0,24.0,144,0.0,None
T42,9.1,13.5,20.0,77.0,89.0,0.78,1295.0,70.0,26.0,182,0.0,None
T61,7.8,10.9,29.0,74.0,81.0,1.21,1578.0,60.0,33.0,210,0.0,None
T3,17.2,12.0,35.0,72.0,82.0,1.24,919.0,75.0,29.0,218,0.0,None
T86,9.5,16.4,20.0,76.0,91.0,0.98,1422.0,66.0,35.0,191,0.0,None
T35,17.8,15.0,43.0,80.0,76.0,0.7,909.0,74.0,17.0,172,0.0,None
T85,24.4,10.7,17.0,92.0,86.0,0.78,1716.0,64.0,30.0,185,0.0,None
T89,23.9,15.4,33.0,72.0,91.0,1.3,1192.0,68.0,30.0,51,0.0,None
T66,9.6,10.5,44.0,85.0,91.0,0.69,1730.0,70.0,17.0,37,0.0,None
T1,8.4,15.1,37.0,86.0,77.0,1.44,1428.0,73.0,34.0,181,0.0,None
T7,16.2,19.6,35.0,77.0,92.0,1.0,1019.0,63.0,32.0,297,0.0,None
T20,16.7,13.1,45.0,71.0,77.0,0.78,1911.0,69.0,25.0,181,0.0,None
T43,18.2,17.2,39.0,77.0,93.0,0.89,1668.0,60.0,19.0,158,0.0,None
T6,19.8,17.5,44.0,77.0,79.0,0.76,1697.0,63.0,19.0,185,0.0,None
T55,17.0,14.0,36.0,91.0,77.0,0.88,1154.0,67.0,18.0,165,0.0,None
T100,7.2,15.9,35.0,77.0,76.0,0.63,1038.0,79.0,19.0,288,0.0,None
T21,20.8,14.7,38.0,80.0,82.0,1.32,1950.0,78.0,33.0,110,0.0,None
T51,6.6,12.8,21.0,71.0,82.0,1.46,1281.0,70.0,28.0,145,0.0,None
T46,5.4,17.5,39.0,89.0,86.0,1.16,1158.0,72.0,17.0,144,0.0,None
T35,20.4,17.0,44.0,84.0,90.0,1.31,1866.0,66.0,33.0,134,1.0,Blades
T100,16.0,19.0,33.0,80.0,85.0,0.73,1410.0,73.0,16.0,63,0.0,None
T8,19.0,16.2,15.0,91.0,95.0,0.56,1620.0,65.0,23.0,177,0.0,None
T68,12.7,13.9,17.0,90.0,79.0,1.13,1193.0,60.0,30.0,176,0.0,None
T16,5.2,17.1,22.0,80.0,79.0,1.32,1966.0,79.0,31.0,141,0.0,None
T67,11.6,16.2,30.0,91.0,89.0,1.33,1421.0,68.0,32.0,147,1.0,Gearbox
T71,17.2,16.2,27.0,80.0,81.0,1.03,1367.0,70.0,34.0,255,0.0,None
T64,9.5,18.5,44.0,77.0,78.0,1.12,971.0,62.0,20.0,88,0.0,None
T2,18.8,19.1,43.0,92.0,91.0,0.87,1679.0,71.0,23.0,230,0.0,None
T1,20.9,11.8,27.0,92.0,80.0,1.33,1495.0,78.0,28.0,195,1.0,Gearbox
T58,14.1,13.1,39.0,96.0,90.0,1.2,1963.0,78.0,33.0,185,0.0,None
T1,22.5,16.5,34.0,85.0,79.0,0.69,1040.0,72.0,27.0,138,0.0,None
T7,22.1,15.6,22.0,77.0,94.0,0.78,1330.0,77.0,20.0,43,0.0,None
T88,22.6,16.5,43.0,95.0,81.0,0.65,1179.0,67.0,31.0,55,1.0,Blades
T69,18.2,14.3,23.0,75.0,90.0,1.01,1634.0,64.0,33.0,182,0.0,None
T85,11.1,14.1,41.0,98.0,92.0,0.7,979.0,68.0,15.0,252,0.0,None
T92,14.6,11.2,34.0,79.0,77.0,0.66,1992.0,76.0,15.0,214,0.0,None
T18,19.2,16.2,34.0,71.0,76.0,0.66,1686.0,74.0,34.0,154,0.0,None
T88,9.2,11.8,40.0,76.0,87.0,0.77,1319.0,68.0,26.0,183,0.0,None
T32,19.8,16.7,30.0,82.0,87.0,1.31,1305.0,67.0,17.0,223,0.0,None
T45,16.0,19.7,41.0,72.0,87.0,1.44,1429.0,79.0,22.0,99,0.0,None
T33,6.9,12.6,32.0,82.0,84.0,1.5,1668.0,65.0,26.0,93,0.0,None
T74,16.1,11.4,45.0,76.0,94.0,0.54,1551.0,66.0,28.0,191,0.0,None
T73,6.3,10.2,35.0,71.0,89.0,1.07,1432.0,67.0,18.0,134,0.0,None
T49,5.3,13.8,26.0,79.0,76.0,0.77,1115.0,76.0,32.0,261,0.0,None
T33,22.8,12.1,38.0,77.0,91.0,1.49,1091.0,77.0,26.0,211,1.0,Generator
T97,14.8,14.9,30.0,83.0,81.0,1.48,1907.0,64.0,26.0,217,0.0,None
T71,15.9,15.2,39.0,93.0,89.0,1.43,1507.0,68.0,26.0,160,1.0,Gearbox
T68,10.6,13.5,40.0,85.0,76.0,0.51,1538.0,77.0,16.0,275,0.0,None
T28,15.9,17.5,34.0,93.0,90.0,0.65,1376.0,66.0,30.0,129,0.0,None
T87,8.4,19.0,41.0,80.0,86.0,1.05,1679.0,68.0,17.0,293,0.0,None
T53,19.9,12.1,27.0,70.0,89.0,0.69,1782.0,71.0,24.0,122,0.0,None
T96,21.5,18.4,17.0,98.0,85.0,1.35,1352.0,73.0,27.0,103,1.0,Gearbox
T44,22.1,11.3,35.0,79.0,91.0,1.2,958.0,66.0,19.0,96,0.0,None
T80,7.1,12.3,38.0,86.0,94.0,0.68,1178.0,72.0,25.0,247,0.0,None
T55,16.2,15.6,17.0,84.0,90.0,1.32,1804.0,74.0,21.0,112,0.0,None
T10,21.2,13.1,38.0,87.0,90.0,1.0,1516.0,62.0,29.0,260,0.0,None
T14,7.6,10.4,34.0,97.0,79.0,1.21,1869.0,80.0,26.0,263,0.0,None
T36,7.0,12.9,18.0,96.0,82.0,0.64,1320.0,79.0,17.0,132,0.0,None
T34,21.3,19.0,31.0,99.0,78.0,1.02,1246.0,63.0,27.0,243,0.0,None
T88,20.9,11.7,18.0,86.0,86.0,1.28,902.0,67.0,18.0,183,0.0,None
T18,14.0,17.6,25.0,98.0,84.0,0.85,1098.0,66.0,15.0,190,0.0,None
T16,7.2,17.2,39.0,84.0,81.0,0.69,1269.0,60.0,18.0,57,0.0,None
T37,15.3,11.1,18.0,71.0,76.0,1.14,987.0,70.0,15.0,210,0.0,None
T41,12.9,13.3,29.0,74.0,94.0,1.14,1565.0,63.0,35.0,90,0.0,None
T25,15.4,11.9,33.0,80.0,87.0,0.7,1989.0,63.0,28.0,199,0.0,None
T8,13.8,10.2,43.0,92.0,81.0,0.57,964.0,64.0,28.0,224,0.0,None
T88,16.4,11.7,37.0,72.0,82.0,0.67,1331.0,75.0,34.0,285,0.0,None
T84,19.5,12.0,19.0,81.0,83.0,0.78,1340.0,63.0,18.0,122,0.0,None
T94,20.5,11.7,44.0,99.0,91.0,0.54,977.0,73.0,16.0,136,1.0,Blades
T84,18.0,10.9,29.0,94.0,79.0,1.42,1104.0,66.0,29.0,273,1.0,Gearbox
T18,9.0,15.3,26.0,87.0,92.0,0.73,1398.0,61.0,27.0,127,0.0,None
T68,12.9,13.2,19.0,72.0,81.0,1.24,1951.0,80.0,33.0,133,0.0,None
T48,6.4,19.1,43.0,70.0,92.0,0.91,1527.0,73.0,21.0,214,0.0,None
T100,14.0,11.9,33.0,73.0,93.0,1.0,1010.0,64.0,26.0,43,0.0,None
T70,24.4,16.0,45.0,80.0,89.0,1.04,1716.0,70.0,26.0,113,1.0,Blades
T67,17.8,19.0,20.0,88.0,93.0,1.27,1843.0,68.0,20.0,128,0.0,None
T18,8.1,10.5,31.0,76.0,90.0,1.29,1789.0,64.0,22.0,94,0.0,None
T18,10.4,15.2,18.0,72.0,78.0,0.64,1800.0,79.0,22.0,45,0.0,None
T56,6.3,14.5,31.0,73.0,94.0,0.8,1793.0,77.0,32.0,237,0.0,None
T23,8.6,19.3,42.0,83.0,79.0,1.07,1145.0,67.0,23.0,199,0.0,None
T35,14.8,16.6,18.0,93.0,85.0,0.83,1554.0,76.0,27.0,182,0.0,None
T6,11.9,13.5,23.0,95.0,83.0,0.63,1079.0,64.0,22.0,77,0.0,None
T26,9.1,17.1,35.0,79.0,82.0,0.91,1261.0,62.0,17.0,136,0.0,None
T85,7.9,15.8,17.0,90.0,91.0,0.72,1359.0,71.0,34.0,82,0.0,None
T61,18.1,13.5,29.0,82.0,81.0,0.64,1375.0,68.0,17.0,159,0.0,None
T88,16.2,17.9,25.0,99.0,86.0,0.8,1382.0,61.0,15.0,290,0.0,None
T15,21.9,16.7,40.0,82.0,82.0,0.8,1762.0,73.0,20.0,262,0.0,None
T91,8.7,10.1,16.0,82.0,93.0,0.6,1582.0,76.0,21.0,249,0.0,None
T32,22.0,18.7,41.0,85.0,78.0,1.08,1606.0,71.0,21.0,265,1.0,Blades
T12,16.6,14.0,36.0,71.0,79.0,0.81,1746.0,61.0,31.0,138,0.0,None
T5,10.3,16.5,24.0,83.0,77.0,0.67,1128.0,68.0,21.0,159,0.0,None
T64,10.5,14.0,21.0,95.0,90.0,1.32,1411.0,65.0,28.0,126,1.0,Gearbox
T71,12.8,18.8,44.0,88.0,78.0,0.5,1841.0,63.0,15.0,69,0.0,None
T86,14.2,16.5,32.0,99.0,86.0,0.95,1676.0,70.0,33.0,105,0.0,None
T27,6.7,15.8,25.0,80.0,90.0,0.93,1868.0,61.0,20.0,198,0.0,None
T79,21.8,19.8,16.0,75.0,77.0,1.17,1399.0,61.0,26.0,276,0.0,None
T45,7.4,12.8,20.0,93.0,94.0,0.89,1742.0,76.0,26.0,252,0.0,None
T35,14.7,10.7,33.0,71.0,81.0,1.01,1193.0,69.0,20.0,54,0.0,None
T26,12.7,15.2,30.0,75.0,91.0,1.41,1855.0,75.0,27.0,212,1.0,Generator
T23,15.2,14.2,38.0,85.0,91.0,0.67,1226.0,67.0,32.0,113,0.0,None
T13,22.7,14.5,40.0,93.0,82.0,0.61,1275.0,67.0,22.0,201,0.0,None
T90,24.8,16.2,27.0,88.0,86.0,1.25,1689.0,69.0,34.0,99,0.0,None
T3,5.4,16.2,18.0,100.0,88.0,1.24,1723.0,66.0,20.0,152,0.0,None
T29,12.9,13.9,39.0,90.0,83.0,1.42,958.0,71.0,17.0,173,0.0,None
T66,21.4,18.6,32.0,92.0,82.0,1.48,1065.0,61.0,22.0,224,1.0,Gearbox
T64,11.5,16.5,44.0,100.0,92.0,0.88,1175.0,71.0,33.0,168,0.0,None
T28,18.0,18.9,39.0,88.0,79.0,0.88,2000.0,74.0,18.0,180,0.0,None
T87,24.8,19.1,25.0,91.0,91.0,1.4,1805.0,80.0,23.0,267,1.0,Gearbox
T36,17.9,11.7,28.0,79.0,79.0,1.36,1687.0,73.0,27.0,132,0.0,None
T6,7.2,16.8,22.0,86.0,89.0,0.88,1960.0,74.0,31.0,101,0.0,None
T11,21.9,13.2,30.0,97.0,81.0,0.58,1656.0,72.0,33.0,110,0.0,None
T38,24.3,18.4,36.0,96.0,94.0,1.08,1661.0,79.0,35.0,188,0.0,None
T34,19.3,17.3,33.0,79.0,87.0,0.77,1888.0,76.0,32.0,261,0.0,None
T81,13.4,12.0,25.0,81.0,86.0,1.41,1232.0,72.0,15.0,81,0.0,None
T67,24.0,19.4,40.0,95.0,81.0,1.31,902.0,67.0,23.0,89,1.0,Gearbox
T46,24.4,16.8,18.0,79.0,85.0,1.4,1686.0,66.0,32.0,92,0.0,None
T98,23.7,19.5,19.0,97.0,76.0,0.58,1072.0,75.0,35.0,218,0.0,None
T86,13.2,12.0,27.0,93.0,78.0,1.36,1216.0,79.0,16.0,115,1.0,Gearbox
T29,20.8,18.7,36.0,75.0,81.0,1.09,1805.0,80.0,22.0,120,0.0,None
T60,18.1,16.7,36.0,92.0,94.0,0.72,1756.0,65.0,28.0,293,0.0,None
T54,8.6,15.5,26.0,95.0,84.0,0.8,1422.0,72.0,23.0,156,0.0,None
T93,15.7,18.2,36.0,74.0,83.0,0.96,1015.0,74.0,18.0,157,0.0,None
T69,20.0,16.3,17.0,84.0,90.0,1.13,1228.0,68.0,33.0,186,0.0,None
T74,22.9,16.7,24.0,96.0,89.0,0.73,1423.0,62.0,21.0,216,0.0,None
T74,22.3,12.5,36.0,76.0,88.0,0.71,1745.0,66.0,20.0,117,0.0,None
T9,8.1,18.2,21.0,83.0,87.0,1.39,1983.0,70.0,26.0,197,0.0,None
T85,14.8,16.5,21.0,88.0,78.0,1.35,1588.0,62.0,32.0,173,0.0,None
T77,14.6,18.4,18.0,73.0,83.0,1.27,959.0,66.0,25.0,155,0.0,None
T10,23.0,13.5,26.0,76.0,93.0,1.26,1143.0,65.0,17.0,64,0.0,None
T75,5.0,13.3,40.0,84.0,94.0,1.27,1185.0,67.0,24.0,226,0.0,None
T68,19.8,10.2,40.0,81.0,84.0,1.42,1598.0,74.0,17.0,232,0.0,None
T58,17.4,17.7,41.0,80.0,75.0,1.34,920.0,70.0,18.0,246,0.0,None
T95,23.4,13.3,16.0,71.0,85.0,0.89,1457.0,68.0,24.0,145,0.0,None
T52,14.1,13.3,45.0,98.0,80.0,0.97,1995.0,65.0,17.0,229,0.0,None
T34,18.2,16.9,30.0,96.0,79.0,1.1,1746.0,74.0,28.0,260,0.0,None
T35,24.5,12.5,41.0,82.0,81.0,0.98,1746.0,73.0,26.0,96,1.0,Blades
T33,19.9,19.1,42.0,75.0,77.0,0.8,1720.0,69.0,22.0,57,0.0,None
T72,6.3,15.4,30.0,72.0,76.0,1.36,1652.0,66.0,18.0,121,0.0,None
T32,8.4,19.7,17.0,74.0,84.0,1.3,1228.0,76.0,25.0,35,0.0,None
T55,21.4,10.8,33.0,88.0,80.0,0.89,1761.0,77.0,31.0,289,0.0,None
T97,11.7,13.4,25.0,92.0,80.0,0.61,1610.0,77.0,30.0,130,0.0,None
T8,19.1,13.8,21.0,75.0,79.0,0.5,1152.0,68.0,34.0,127,0.0,None
T46,19.0,17.3,20.0,73.0,85.0,0.59,1977.0,65.0,25.0,162,0.0,None
T14,24.9,12.1,32.0,91.0,90.0,0.65,1983.0,77.0,28.0,251,0.0,None
T98,14.4,13.8,18.0,86.0,88.0,1.16,1311.0,80.0,20.0,198,0.0,None
T8,19.8,19.1,40.0,81.0,95.0,0.72,1729.0,64.0,30.0,104,0.0,None
T71,6.0,11.1,22.0,92.0,93.0,1.13,1650.0,73.0,25.0,93,0.0,None
T77,14.3,17.5,31.0,84.0,83.0,0.83,1542.0,67.0,24.0,219,0.0,None
T54,8.7,17.0,19.0,84.0,91.0,1.4,1099.0,70.0,21.0,41,1.0,Generator
T21,21.8,11.3,41.0,70.0,79.0,0.97,1415.0,71.0,21.0,117,1.0,Blades
T96,21.8,16.9,36.0,79.0,79.0,1.17,1703.0,71.0,19.0,112,0.0,None
T75,9.7,15.7,21.0,70.0,89.0,0.96,1987.0,75.0,34.0,256,0.0,None
T14,11.4,12.9,36.0,98.0,79.0,1.41,1575.0,79.0,20.0,158,1.0,Gearbox
T75,19.0,13.1,17.0,79.0,84.0,1.19,1727.0,62.0,16.0,35,0.0,None
T2,19.8,18.3,38.0,75.0,81.0,1.14,1905.0,74.0,23.0,49,0.0,None
T98,18.2,12.3,30.0,73.0,80.0,1.09,1575.0,70.0,34.0,150,0.0,None
T61,24.9,15.1,19.0,71.0,78.0,1.49,1741.0,68.0,16.0,41,0.0,None
T17,22.4,16.8,32.0,97.0,87.0,1.18,1404.0,73.0,20.0,39,0.0,None
T78,13.3,11.3,21.0,75.0,76.0,1.25,1221.0,78.0,20.0,37,0.0,None
T89,11.5,19.3,35.0,89.0,89.0,0.58,1442.0,72.0,26.0,32,0.0,None
T48,16.9,12.6,36.0,90.0,93.0,1.31,998.0,76.0,30.0,78,1.0,Generator
T91,21.4,13.2,38.0,80.0,82.0,1.1,1923.0,66.0,23.0,143,0.0,None
T8,14.5,16.7,42.0,95.0,83.0,0.84,1241.0,69.0,22.0,267,0.0,None
T56,19.8,10.8,35.0,76.0,87.0,1.08,1407.0,63.0,21.0,196,0.0,None
T17,5.4,16.3,30.0,72.0,88.0,1.13,1619.0,71.0,33.0,96,0.0,None
T69,23.5,19.2,41.0,72.0,86.0,0.76,1455.0,75.0,34.0,268,1.0,Blades
T12,20.5,12.5,42.0,79.0,89.0,0.94,1211.0,72.0,27.0,63,1.0,Blades
T38,12.9,13.6,38.0,84.0,91.0,1.22,1983.0,78.0,33.0,179,0.0,None
T18,12.7,12.3,43.0,89.0,95.0,0.73,1833.0,77.0,35.0,81,0.0,None
T26,7.1,18.2,44.0,92.0,83.0,1.34,1013.0,68.0,26.0,296,1.0,Gearbox
T95,21.3,11.7,23.0,75.0,87.0,0.58,1304.0,71.0,21.0,223,0.0,None
T37,20.4,13.5,21.0,91.0,83.0,1.08,1114.0,73.0,22.0,217,0.0,None
T70,17.6,16.0,28.0,75.0,80.0,0.88,1427.0,76.0,27.0,36,0.0,None
T41,7.0,14.0,45.0,100.0,95.0,0.55,1130.0,61.0,23.0,100,0.0,None
T79,10.2,10.7,18.0,99.0,75.0,1.27,1244.0,76.0,25.0,81,0.0,None
T42,14.2,19.5,36.0,73.0,76.0,1.05,1473.0,61.0,20.0,61,0.0,None
T90,10.3,13.4,41.0,90.0,87.0,1.22,1058.0,74.0,35.0,81,0.0,None
T76,13.7,14.5,45.0,97.0,89.0,0.88,1847.0,69.0,19.0,242,0.0,None
T41,9.5,11.7,34.0,72.0,90.0,1.36,1299.0,65.0,33.0,61,0.0,None
T47,12.0,18.7,26.0,74.0,89.0,0.58,1906.0,74.0,32.0,265,0.0,None
T14,18.0,12.9,20.0,80.0,91.0,0.73,933.0,77.0,31.0,126,0.0,None
T1,22.8,10.2,44.0,73.0,90.0,1.29,1749.0,77.0,34.0,190,1.0,Blades
T17,12.7,13.2,43.0,97.0,86.0,1.45,1851.0,64.0,31.0,275,1.0,Gearbox
T97,18.8,19.8,39.0,96.0,84.0,1.35,1983.0,72.0,22.0,148,1.0,Gearbox
T55,7.7,11.5,43.0,98.0,89.0,0.73,1045.0,73.0,18.0,67,0.0,None
T93,15.8,10.3,17.0,76.0,90.0,0.85,1377.0,61.0,25.0,270,0.0,None
T53,23.4,15.8,34.0,71.0,82.0,1.27,1736.0,67.0,15.0,193,0.0,None
T31,5.6,13.7,23.0,83.0,75.0,1.45,1465.0,62.0,34.0,54,0.0,None
T62,10.4,17.9,38.0,96.0,81.0,0.79,1803.0,68.0,32.0,99,0.0,None
T8,7.6,17.3,18.0,89.0,86.0,0.89,1982.0,75.0,31.0,104,0.0,None
T30,15.7,11.9,23.0,100.0,86.0,0.52,1732.0,76.0,22.0,58,0.0,None
T77,18.6,15.6,41.0,97.0,83.0,1.0,1716.0,75.0,17.0,208,0.0,None
T80,6.2,10.3,37.0,82.0,94.0,0.59,1525.0,65.0,29.0,257,0.0,None
T66,6.4,14.4,45.0,71.0,85.0,0.59,1409.0,63.0,28.0,56,0.0,None
T45,22.4,17.1,34.0,70.0,78.0,1.26,1819.0,77.0,31.0,31,0.0,None
T18,14.1,14.1,24.0,89.0,79.0,0.84,1156.0,75.0,25.0,38,0.0,None
T99,14.3,11.2,31.0,97.0,77.0,1.44,1848.0,75.0,18.0,144,1.0,Gearbox
T45,23.9,10.6,43.0,83.0,80.0,1.22,1821.0,65.0,31.0,117,1.0,Blades
T19,11.4,18.5,35.0,96.0,81.0,0.79,1711.0,71.0,29.0,140,0.0,None
T77,22.9,18.9,41.0,87.0,82.0,1.18,1665.0,78.0,34.0,287,1.0,Blades
T68,24.5,13.4,16.0,73.0,92.0,1.37,909.0,77.0,17.0,175,1.0,Generator
T83,9.8,11.6,26.0,94.0,90.0,0.94,1989.0,65.0,27.0,103,0.0,None
T50,15.3,19.8,43.0,85.0,85.0,1.06,1331.0,79.0,28.0,291,0.0,None
T25,15.7,15.5,16.0,72.0,84.0,0.72,1318.0,68.0,35.0,50,0.0,None
T38,22.3,14.8,31.0,94.0,83.0,0.9,1987.0,71.0,32.0,68,0.0,None
T95,11.1,17.4,25.0,93.0,75.0,1.08,1166.0,75.0,21.0,79,0.0,None
T36,21.0,11.7,34.0,84.0,93.0,1.12,1948.0,65.0,24.0,127,0.0,None
T68,24.4,15.8,20.0,71.0,81.0,1.22,1324.0,68.0,22.0,228,0.0,None
T56,21.8,18.9,35.0,80.0,92.0,1.46,1008.0,79.0,33.0,35,1.0,Generator
T39,23.2,10.2,45.0,83.0,90.0,1.34,1475.0,62.0,25.0,175,1.0,Blades
T63,19.2,16.7,23.0,75.0,77.0,1.35,1677.0,60.0,33.0,76,0.0,None
T7,23.1,15.5,29.0,75.0,81.0,1.06,1570.0,79.0,22.0,96,0.0,None
T58,8.3,19.5,16.0,75.0,85.0,0.64,1947.0,78.0,19.0,94,0.0,None
T80,19.2,12.6,28.0,81.0,80.0,1.14,1322.0,76.0,26.0,160,0.0,None
T59,19.6,18.6,27.0,95.0,83.0,0.91,1386.0,67.0,35.0,239,0.0,None
T48,13.8,13.1,32.0,93.0,81.0,0.53,1171.0,68.0,28.0,44,0.0,None
T5,6.6,14.3,23.0,70.0,88.0,0.69,1536.0,78.0,16.0,66,0.0,None
T87,17.4,12.1,25.0,70.0,82.0,1.26,1934.0,80.0,16.0,144,0.0,None
T36,6.0,18.6,33.0,72.0,82.0,1.13,1280.0,61.0,24.0,245,0.0,None
T96,12.6,12.0,42.0,84.0,80.0,1.48,1026.0,69.0,16.0,49,0.0,None
T88,12.9,18.6,22.0,97.0,91.0,1.42,1303.0,68.0,17.0,178,1.0,Gearbox
T25,25.0,14.6,35.0,75.0,88.0,1.09,1872.0,75.0,30.0,180,0.0,None
T45,11.0,18.4,31.0,84.0,89.0,0.65,1890.0,70.0,30.0,140,0.0,None
T92,21.4,12.6,18.0,71.0,83.0,0.84,1034.0,62.0,19.0,218,0.0,None
T19,6.1,11.3,32.0,71.0,92.0,0.73,1741.0,63.0,32.0,66,0.0,None
T7,15.6,15.5,36.0,70.0,83.0,0.97,1056.0,66.0,19.0,181,0.0,None
T58,15.7,15.1,33.0,92.0,79.0,1.3,1873.0,76.0,30.0,253,0.0,None
T81,17.6,13.6,18.0,71.0,85.0,1.32,1423.0,75.0,27.0,270,0.0,None
T66,21.2,16.6,41.0,78.0,84.0,0.68,1889.0,75.0,32.0,117,1.0,Blades
T80,20.2,11.0,16.0,89.0,77.0,1.05,982.0,76.0,30.0,270,0.0,None
T39,20.2,16.2,22.0,89.0,88.0,1.18,984.0,68.0,15.0,285,0.0,None
T18,13.6,12.1,33.0,72.0,91.0,0.9,1929.0,72.0,16.0,251,0.0,None
T1,19.5,11.3,22.0,78.0,82.0,1.41,1750.0,63.0,16.0,153,0.0,None
T63,14.8,19.1,18.0,89.0,90.0,0.86,1060.0,64.0,32.0,285,0.0,None
T3,6.3,14.6,30.0,82.0,87.0,0.99,1880.0,66.0,27.0,285,0.0,None
T21,22.8,17.6,37.0,84.0,80.0,1.09,1839.0,70.0,34.0,122,0.0,None
T30,22.8,10.9,27.0,76.0,82.0,0.93,1492.0,64.0,23.0,113,0.0,None
T11,11.5,10.6,36.0,71.0,94.0,1.46,1082.0,77.0,19.0,229,1.0,Generator
T22,23.3,14.9,41.0,80.0,79.0,1.26,1365.0,72.0,22.0,159,1.0,Blades
T57,20.2,13.2,44.0,90.0,78.0,1.33,1505.0,71.0,20.0,245,1.0,Blades
T89,13.0,10.0,22.0,93.0,77.0,1.25,1131.0,60.0,32.0,237,0.0,None
T3,11.6,11.8,33.0,88.0,93.0,1.09,1844.0,71.0,20.0,159,0.0,None
T30,24.5,12.2,23.0,82.0,88.0,0.53,1817.0,78.0,18.0,280,0.0,None
T88,19.3,12.9,41.0,87.0,77.0,1.26,926.0,64.0,22.0,269,0.0,None
T45,12.6,18.8,42.0,91.0,90.0,1.11,922.0,64.0,31.0,33,0.0,None
T36,17.8,14.2,25.0,93.0,88.0,0.58,1381.0,78.0,23.0,39,0.0,None
T87,16.4,16.8,34.0,73.0,95.0,0.62,1917.0,77.0,27.0,144,0.0,None
T72,15.5,10.2,42.0,94.0,85.0,0.98,1745.0,74.0,19.0,235,0.0,None
T64,17.9,18.1,30.0,72.0,85.0,1.35,1954.0,75.0,17.0,103,0.0,None
T54,15.8,12.4,37.0,96.0,80.0,1.05,1212.0,61.0,20.0,121,0.0,None
T68,18.1,13.1,39.0,82.0,79.0,1.42,1965.0,75.0,31.0,107,0.0,None
T50,23.2,10.5,41.0,86.0,90.0,1.32,1485.0,75.0,29.0,292,1.0,Blades
T31,24.9,14.1,30.0,79.0,82.0,1.13,1572.0,61.0,17.0,68,0.0,None
T29,19.2,18.5,43.0,83.0,89.0,0.81,1152.0,76.0,19.0,227,0.0,None
T59,23.6,13.8,34.0,95.0,90.0,1.35,1408.0,73.0,20.0,183,1.0,Gearbox
T36,22.2,19.1,20.0,79.0,93.0,1.16,1732.0,71.0,21.0,167,0.0,None
T77,10.9,18.7,33.0,87.0,84.0,1.05,1286.0,70.0,28.0,42,0.0,None
T73,23.7,10.6,24.0,89.0,77.0,1.0,977.0,70.0,18.0,146,0.0,None
T85,6.4,13.1,26.0,74.0,75.0,0.71,1822.0,65.0,17.0,41,0.0,None
T67,11.6,19.1,39.0,93.0,81.0,0.52,937.0,60.0,25.0,199,0.0,None
T89,17.8,10.3,44.0,100.0,94.0,1.22,1006.0,79.0,22.0,189,0.0,None
T89,15.5,17.7,41.0,75.0,90.0,1.42,1601.0,69.0,19.0,173,0.0,None
T76,15.8,19.1,25.0,93.0,86.0,0.68,1635.0,61.0,18.0,192,0.0,None
T93,20.9,17.7,29.0,74.0,80.0,1.43,1505.0,67.0,20.0,152,0.0,None
T11,8.9,17.4,45.0,99.0,89.0,0.57,986.0,67.0,16.0,120,0.0,None
T11,24.6,18.4,43.0,82.0,90.0,1.05,1755.0,77.0,21.0,198,1.0,Blades
T26,13.7,16.7,44.0,99.0,80.0,0.62,1558.0,67.0,23.0,275,0.0,None
T53,24.0,14.2,28.0,72.0,89.0,1.39,1638.0,78.0,20.0,168,0.0,None
T14,12.7,10.6,39.0,94.0,77.0,0.6,903.0,69.0,28.0,273,0.0,None
T64,17.0,17.9,41.0,84.0,77.0,0.75,997.0,63.0,32.0,292,0.0,None
T80,14.0,19.1,16.0,79.0,76.0,1.31,1693.0,66.0,30.0,92,0.0,None
T10,18.5,15.1,23.0,92.0,91.0,1.19,1646.0,77.0,19.0,157,0.0,None
T31,8.7,15.3,42.0,89.0,80.0,0.89,1118.0,63.0,18.0,268,0.0,None
T95,13.0,14.0,27.0,97.0,87.0,1.34,1455.0,72.0,33.0,272,1.0,Gearbox
T36,6.4,18.6,23.0,77.0,78.0,1.14,1244.0,75.0,24.0,271,0.0,None
T10,17.0,10.1,23.0,98.0,84.0,0.76,1587.0,66.0,32.0,182,0.0,None
T26,24.3,16.2,26.0,89.0,76.0,1.24,1777.0,76.0,28.0,88,0.0,None
T20,5.9,19.1,22.0,84.0,92.0,0.83,1107.0,66.0,30.0,259,0.0,None
T44,18.2,11.0,15.0,72.0,86.0,1.32,1614.0,65.0,19.0,66,0.0,None
